,Тип рынка,Функциональная зона,"Общая площадь,
кв.м","Жилая площадь,
кв.м","Площадь кухни,
кв.м",Год постройки,Тип дома,Класс,Этаж,Этажность,Тип этажа,Количество комнат,Парковка,Материал стен,"Цена предложения,
руб.","Удельная цена, руб./кв.м",Актуальность на дату послед. проверки,Колич.  Просмотр.,Колич.  Просм. в день,"Остановка
м","Парк
м","Центр
км","Станция метро
м","Школа
м","Детский сад
м",Месяц создания,Год создания,Месяц парсинга,Год парсинга,Месяц последней проверки,Год последней проверки
1314,2,1,63.0,43.0,7.0,1989,2,2,1,9.0,1.0,3,0,2,8700000,138095,0,7,0.14,168,904,8,6149,288.0,95.0,5,2022,5,2022,5,2022
1315,1,1,36.900001525878906,19.700000762939453,8.0,2017,3,2,13,24.0,2.0,1,0,3,9340000,253117,0,6,0.33,95,310,4,559,218.0,505.0,5,2022,5,2022,5,2022
1316,2,1,67.80000305175781,40.70000076293945,9.600000381469727,1997,2,2,1,10.0,1.0,3,0,2,8620000,127139,1,30,0.03,341,870,6,1424,103.0,192.0,5,2022,5,2022,9,2022
1317,2,1,51.0,30.0,7.0,1974,2,2,4,12.0,2.0,2,0,1,9160000,179608,1,43,0.05,40,1116,15,2424,391.0,196.0,5,2022,5,2022,9,2022
1318,2,1,60.0,45.0,7.0,1969,2,2,4,9.0,2.0,3,0,2,10040000,167333,1,38,0.11,163,432,4,349,140.0,181.0,5,2022,5,2022,9,2022
1319,2,1,60.0,45.0,7.0,1969,2,2,4,9.0,2.0,3,0,2,10040000,167333,0,4,0.5,163,432,4,349,140.0,181.0,5,2022,5,2022,5,2022
1320,2,3,135.0,90.0999984741211,10.0,2007,3,2,5,5.0,3.0,4,1,1,33440000,247704,0,7,0.29,114,232,1,1307,211.0,84.0,5,2022,5,2022,5,2022
1321,2,1,49.5,28.799999237060547,8.100000381469727,1988,2,2,9,9.0,3.0,2,0,1,8200000,165657,0,6,0.17,484,419,2,2314,271.0,539.0,5,2022,5,2022,5,2022
1322,2,1,70.19999694824219,46.29999923706055,7.800000190734863,1955,1,2,2,4.0,2.0,3,0,1,5500000,78348,0,13,0.08,85,50,11,1271,256.0,120.0,12,2022,5,2022,5,2022
1323,2,1,72.69999694824219,43.29999923706055,7.099999904632568,1993,2,2,8,14.0,2.0,3,0,1,9000000,123796,1,36,0.03,239,1228,12,2272,162.0,143.0,12,2022,5,2022,9,2022
1324,2,8,27.700000762939453,19.0,6.0,1917,4,2,1,1.0,1.0,2,0,4,3350000,120939,0,2,0.5,81,538,4,340,270.0,433.0,12,2022,5,2022,5,2022
1325,2,1,44.79999923706055,28.0,6.0,1972,2,2,1,9.0,1.0,2,0,1,7880000,175893,1,33,0.03,201,548,12,1784,396.0,175.0,12,2022,5,2022,9,2022
1326,2,7,30.100000381469727,18.0,6.0,1967,1,2,4,5.0,2.0,1,0,1,4050000,134551,1,39,0.03,257,1195,9,1289,1206.0,1123.0,12,2022,5,2022,9,2022
1327,2,1,72.69999694824219,43.29999923706055,7.099999904632568,1993,2,2,8,14.0,2.0,3,0,1,11970000,164649,0,10,0.1,239,1228,12,2272,162.0,143.0,12,2022,5,2022,6,2022
1328,2,3,135.0,90.0999984741211,10.0,2007,3,2,5,5.0,3.0,4,1,1,20900000,154815,0,10,0.1,114,232,1,1307,211.0,84.0,12,2022,5,2022,5,2022
1329,2,1,31.100000381469727,18.200000762939453,5.699999809265137,1961,1,2,2,5.0,2.0,1,0,1,3350000,107717,0,16,0.06,344,720,8,275,339.0,110.0,12,2022,5,2022,6,2022
1330,2,1,75.5999984741211,41.0,12.0,2007,3,2,16,18.0,2.0,2,1,2,13350000,176587,1,29,0.03,466,316,2,912,169.0,712.0,12,2022,5,2022,9,2022
1331,2,2,32.5,17.299999237060547,10.0,1983,2,2,5,9.0,2.0,1,1,1,3650000,112308,1,40,0.02,94,1085,15,1816,333.0,75.0,12,2022,5,2022,9,2022
1332,2,1,44.79999923706055,28.0,6.0,1972,2,2,1,9.0,1.0,2,0,1,4890000,109152,1,34,0.0,201,548,12,1784,396.0,175.0,11,2022,11,2022,9,2022
1333,2,1,44.70000076293945,30.399999618530273,6.199999809265137,1972,1,2,4,5.0,2.0,2,0,1,5690000,127293,0,17,0.06,179,473,5,793,148.0,166.0,11,2022,12,2022,6,2022
1334,2,1,29.700000762939453,16.0,5.400000095367432,1965,1,2,2,5.0,2.0,1,0,2,3350000,112795,0,12,0.08,236,1578,6,356,226.0,180.0,10,2022,11,2022,5,2022
1335,2,1,45.400001525878906,30.299999237060547,6.0,1973,1,2,2,5.0,2.0,2,1,1,10400000,229075,1,37,0.03,187,248,5,3623,749.0,138.0,10,2022,11,2022,9,2022
1336,2,1,20.0,12.0,5.0,2014,3,2,15,19.0,2.0,0,1,2,3300000,165000,0,7,0.0,48,1314,15,2573,546.0,125.0,9,2022,9,2022,9,2022
1337,2,2,61.0,31.600000381469727,10.199999809265137,2009,3,2,2,10.0,2.0,2,0,1,6800000,111475,0,5,0.0,831,1570,11,5495,662.0,522.0,9,2022,9,2022,9,2022
1338,2,1,22.5,12.0,5.0,2014,3,2,15,17.0,2.0,1,1,2,3200000,142222,1,54,2.43,48,1314,15,2573,546.0,125.0,9,2022,9,2022,9,2022
1339,2,1,30.0,18.0,5.5,1969,1,2,5,5.0,3.0,1,1,2,3600000,120000,0,4,0.25,151,1374,3,3119,563.0,234.0,8,2022,9,2022,9,2022
1340,2,1,35.099998474121094,19.0,8.0,1992,2,2,2,9.0,2.0,1,0,1,6160000,175499,0,3,0.67,159,389,10,1905,288.0,109.0,8,2022,10,2022,10,2022
1341,2,1,204.39999389648438,81.0,41.900001525878906,2010,3,2,2,14.0,2.0,3,0,1,20160000,98630,0,3,0.33,457,494,9,1915,201.0,123.0,8,2022,9,2022,9,2022
1342,2,1,43.099998474121094,29.5,6.0,1965,1,2,2,5.0,2.0,3,0,1,5300000,122970,0,10,0.2,6,394,13,731,163.0,308.0,8,2022,10,2022,10,2022
1343,2,1,204.39999389648438,81.0,41.900001525878906,2010,3,2,2,14.0,2.0,3,0,1,14000000,68493,0,6,0.17,457,494,9,1915,201.0,123.0,8,2022,9,2022,9,2022
1344,2,2,68.0,36.0,15.0,2016,3,2,2,14.0,2.0,2,0,1,10130000,148971,1,37,0.05,163,948,13,6298,209.0,332.0,8,2022,10,2022,9,2022
1345,2,6,38.79999923706055,25.299999237060547,5.5,1968,2,2,6,6.0,3.0,2,0,1,5920000,152577,1,49,0.04,143,240,10,3392,624.0,150.0,8,2022,10,2022,9,2022
1346,2,6,38.79999923706055,25.299999237060547,5.5,1968,2,2,6,6.0,3.0,2,0,1,4000000,103093,1,43,0.02,143,240,10,3392,624.0,150.0,8,2022,9,2022,9,2022
1347,2,3,31.399999618530273,19.0,6.0,1963,2,2,3,10.0,2.0,1,0,1,5520000,175796,0,3,0.33,59,99,1,1296,284.0,272.0,8,2022,9,2022,9,2022
1348,2,1,71.5,45.20000076293945,7.199999809265137,1990,2,2,8,13.0,2.0,3,1,1,10720000,149930,1,34,0.03,121,883,12,1954,389.0,307.0,7,2022,8,2022,9,2022
1349,2,2,45.0,31.5,6.0,1970,1,2,2,5.0,2.0,2,0,1,5360000,119111,0,3,0.33,494,1925,10,5039,229.0,185.0,7,2022,8,2022,8,2022
1350,2,3,65.0,36.0,11.0,2007,3,2,7,10.0,2.0,2,0,1,15370000,236462,1,27,0.04,162,185,2,423,364.0,264.0,7,2022,8,2022,9,2022
1351,2,1,32.400001525878906,18.0,6.0,1976,2,2,8,9.0,2.0,1,1,1,3900000,120370,1,29,0.03,166,236,10,1213,115.0,69.0,7,2022,8,2022,9,2022
1352,2,1,63.79999923706055,38.5,9.199999809265137,1988,2,2,2,9.0,2.0,3,0,2,5500000,86207,0,3,0.33,227,663,4,2814,430.0,89.0,7,2022,8,2022,8,2022
1353,2,2,31.700000762939453,19.100000381469727,5.699999809265137,1989,1,2,2,5.0,2.0,1,1,1,5610000,176972,1,28,0.04,146,1627,13,5690,1370.0,1406.0,7,2022,8,2022,9,2022
1354,2,1,55.0,41.400001525878906,6.0,1960,1,2,3,5.0,2.0,3,0,1,6090000,110727,1,27,0.04,89,256,7,1863,255.0,268.0,7,2022,8,2022,9,2022
1355,2,1,66.4000015258789,34.400001525878906,12.100000381469727,2003,3,2,4,10.0,2.0,2,1,1,22880000,344578,1,31,0.03,245,508,2,1903,202.0,422.0,7,2022,8,2022,9,2022
1356,2,1,52.0,29.700000762939453,9.0,1984,2,2,7,9.0,2.0,2,0,2,5800000,111538,0,3,0.33,366,545,5,2689,702.0,274.0,7,2022,8,2022,8,2022
1357,2,8,33.099998474121094,17.200000762939453,8.199999809265137,1996,5,2,7,8.0,2.0,1,1,2,8470000,255891,0,3,0.33,432,790,7,6161,696.0,430.0,7,2022,8,2022,8,2022
1358,2,1,44.0,27.0,7.0,1980,2,2,5,9.0,2.0,2,0,2,5600000,127273,0,3,0.33,74,447,5,1830,214.0,629.0,7,2022,8,2022,8,2022
1359,2,1,44.599998474121094,29.0,5.5,1969,1,2,4,5.0,2.0,2,0,2,5000000,112108,0,3,0.33,285,871,8,2135,335.0,115.0,7,2022,8,2022,8,2022
1360,2,1,44.70000076293945,28.0,5.800000190734863,1964,1,2,3,5.0,2.0,2,0,1,5670000,126846,0,3,0.33,320,443,5,3625,661.0,162.0,7,2022,8,2022,8,2022
1361,2,1,51.79999923706055,29.700000762939453,7.199999809265137,1974,2,2,11,12.0,2.0,2,0,1,7280000,140541,1,27,0.04,568,919,14,2148,342.0,246.0,7,2022,8,2022,9,2022
1362,2,1,44.599998474121094,30.299999237060547,5.400000095367432,1968,1,2,3,5.0,2.0,2,0,2,6480000,145291,1,36,0.03,73,1015,12,5973,198.0,363.0,7,2022,8,2022,9,2022
1363,2,1,56.099998474121094,32.599998474121094,12.100000381469727,2014,3,2,4,20.0,2.0,2,0,3,11990000,213725,0,3,0.33,474,370,5,398,572.0,183.0,6,2022,7,2022,7,2022
1364,2,1,66.0,52.0,9.0,1990,2,2,10,10.0,3.0,3,1,2,5500000,83333,0,43,0.02,186,505,13,871,227.0,361.0,6,2022,7,2022,7,2022
1365,2,1,20.799999237060547,11.5,5.0,1975,2,2,7,9.0,2.0,1,0,1,2430000,116827,1,41,0.76,214,402,8,1248,135.0,145.0,6,2022,6,2022,9,2022
1366,1,2,45.20000076293945,12.800000190734863,18.200000762939453,2022,3,2,5,14.0,2.0,1,1,2,11450000,253319,0,3,0.33,1148,1580,7,5744,1206.0,1112.0,6,2022,7,2022,7,2022
1367,1,1,48.0,18.0,11.600000381469727,2009,3,2,10,16.0,2.0,1,0,3,6800000,141667,1,76,0.0,551,746,5,1723,815.0,413.0,6,2022,6,2022,9,2022
1368,1,1,24.899999618530273,13.0,3.5,2014,3,2,8,19.0,2.0,0,1,2,3300000,132530,0,10,0.1,101,1405,15,2661,543.0,37.0,6,2022,7,2022,7,2022
1369,2,1,40.400001525878906,21.299999237060547,9.699999809265137,2006,3,2,12,17.0,2.0,1,0,2,6900000,170792,0,69,0.0,159,386,14,516,285.0,293.0,6,2022,6,2022,9,2022
1370,2,1,45.29999923706055,32.20000076293945,6.0,1961,1,2,1,5.0,1.0,2,1,1,3500000,77263,0,49,1.12,87,178,14,538,112.0,195.0,6,2022,6,2022,10,2022
1371,2,1,63.400001525878906,43.599998474121094,7.199999809265137,1982,2,2,9,9.0,3.0,3,0,2,11180000,176341,1,41,0.0,342,412,9,2755,362.0,106.0,6,2022,6,2022,9,2022
1372,2,1,66.5,38.20000076293945,9.399999618530273,1989,2,2,2,10.0,2.0,3,0,2,6810000,102406,1,41,0.02,94,772,10,3095,324.0,259.0,6,2022,7,2022,9,2022
1373,2,1,33.599998474121094,17.399999618530273,8.399999618530273,1988,2,2,1,9.0,1.0,1,0,2,4600000,136905,0,4,0.25,196,259,6,4723,236.0,153.0,6,2022,7,2022,7,2022
1374,2,1,37.099998474121094,17.100000381469727,10.0,1979,2,2,7,12.0,2.0,1,0,2,5310000,143127,0,2,0.0,141,268,5,4163,435.0,345.0,6,2022,6,2022,6,2022
1375,2,1,32.0,17.0,6.0,1975,2,2,6,9.0,2.0,1,0,2,4560000,142500,0,55,1.0,110,128,5,4275,323.0,298.0,6,2022,6,2022,8,2022
1376,1,2,54.900001525878906,25.299999237060547,14.199999809265137,2023,3,1,7,14.0,2.0,2,1,3,8840000,161020,0,3,0.67,1008,1415,7,5795,1205.0,1066.0,5,2022,7,2022,7,2022
1377,2,6,82.4000015258789,40.5,20.0,2005,3,2,4,12.0,2.0,3,0,1,22800000,276699,1,47,0.02,243,957,4,74,298.0,96.0,5,2022,6,2022,9,2022
1378,2,1,75.0,63.0,9.0,1982,2,2,9,9.0,3.0,3,0,2,6750000,90000,0,3,0.33,152,1654,4,4152,263.0,821.0,5,2022,6,2022,6,2022
1379,2,1,52.0,30.0,8.600000381469727,1987,2,2,9,9.0,3.0,2,1,2,7480000,143846,0,3,0.33,151,166,6,864,203.0,274.0,5,2022,6,2022,6,2022
1380,2,1,81.0,50.0,5.599999904632568,1967,2,2,6,9.0,2.0,4,0,1,14630000,180617,0,3,0.33,168,315,2,894,120.0,244.0,5,2022,6,2022,6,2022
1381,2,1,46.0,28.0,7.0,1977,2,2,5,9.0,2.0,2,0,1,5240000,113913,1,50,0.04,436,1688,8,639,168.0,247.0,5,2022,7,2022,9,2022
1382,2,4,45.0,26.0,7.099999904632568,1982,2,2,9,9.0,3.0,2,0,2,6220000,138222,0,5,0.2,125,507,8,1180,219.0,252.0,5,2022,6,2022,6,2022
1383,2,1,30.0,18.100000381469727,5.5,1973,2,2,7,9.0,2.0,1,0,1,5880000,196000,1,42,0.02,243,258,4,330,101.0,148.0,5,2022,6,2022,9,2022
1384,2,1,35.70000076293945,17.799999237060547,8.399999618530273,1985,2,2,4,9.0,2.0,1,0,1,7260000,203361,0,5,0.2,172,273,8,994,307.0,145.0,5,2022,6,2022,6,2022
1385,2,1,42.20000076293945,29.200000762939453,5.800000190734863,1964,1,2,1,4.0,1.0,2,0,1,4310000,102133,0,4,0.25,248,654,8,627,320.0,290.0,5,2022,6,2022,6,2022
1386,2,1,44.0,16.0,12.0,2010,3,2,3,15.0,2.0,1,0,1,6150000,139773,0,3,0.33,206,218,5,1947,130.0,495.0,5,2022,6,2022,6,2022
1387,2,1,57.400001525878906,27.899999618530273,8.100000381469727,1987,2,2,7,9.0,2.0,2,1,1,11070000,192857,1,51,0.02,105,855,2,1944,239.0,176.0,5,2022,6,2022,9,2022
1388,2,1,45.0,27.0,6.0,1967,2,2,6,9.0,2.0,2,0,1,7510000,166889,0,3,0.33,168,315,2,894,120.0,244.0,5,2022,6,2022,6,2022
1389,2,1,44.0,29.0,6.0,1973,1,2,1,5.0,1.0,2,1,2,4100000,93182,0,3,0.0,358,209,5,4459,102.0,80.0,4,2022,4,2022,4,2022
1390,2,1,18.100000381469727,12.0,3.0,1973,1,2,5,5.0,3.0,0,0,1,1870000,103315,0,8,0.0,400,381,9,1023,347.0,556.0,4,2022,4,2022,4,2022
1391,2,1,30.0,18.100000381469727,5.5,1973,2,2,7,9.0,2.0,1,0,1,4000000,133333,0,44,0.0,243,258,4,330,101.0,148.0,4,2022,4,2022,8,2022
1392,2,3,58.0,37.0,8.0,1999,1,2,2,4.0,2.0,2,0,1,10490000,180862,0,3,0.33,189,175,1,1370,358.0,124.0,4,2022,5,2022,5,2022
1393,2,1,32.099998474121094,15.100000381469727,9.199999809265137,2016,3,2,14,19.0,2.0,1,1,2,4300000,133956,0,28,0.04,981,1398,15,2739,641.0,223.0,4,2022,5,2022,8,2022
1394,2,2,46.0,30.0,6.0,1972,2,2,4,9.0,2.0,2,1,1,4380000,95217,0,11,0.09,310,1026,15,1701,236.0,119.0,4,2022,5,2022,5,2022
1395,1,1,35.400001525878906,14.100000381469727,9.699999809265137,2017,3,2,3,22.0,2.0,1,1,3,5600000,158192,0,36,0.0,95,310,4,559,218.0,505.0,3,2022,3,2022,8,2022
1396,2,1,44.599998474121094,30.299999237060547,5.400000095367432,1968,1,2,3,5.0,2.0,2,1,2,4000000,89686,0,19,0.05,73,1015,12,5973,198.0,363.0,2,2022,3,2022,3,2022
1397,2,1,49.0,34.5,6.0,1970,1,2,5,5.0,3.0,3,0,2,5200000,106122,1,38,0.0,114,219,9,2825,199.0,69.0,2,2022,2,2022,9,2022
1398,2,1,52.20000076293945,29.799999237060547,7.199999809265137,1978,2,2,6,9.0,2.0,2,0,2,6250000,119732,0,15,0.0,360,514,6,1004,213.0,209.0,2,2022,2,2022,5,2022
1399,2,8,32.900001525878906,17.700000762939453,6.800000190734863,1987,5,2,2,3.0,2.0,1,1,1,2300000,69909,0,16,0.06,341,2990,18,11497,696.0,430.0,2,2022,3,2022,3,2022
1400,2,8,25.0,17.0,5.0,1962,1,2,2,2.0,3.0,1,0,1,2440000,97600,1,42,0.02,393,1970,12,6320,309.0,988.0,1,2022,2,2022,9,2022
1401,2,1,44.29999923706055,29.100000381469727,6.0,1965,1,2,4,5.0,2.0,2,0,1,5000000,112867,0,7,0.29,181,633,4,3486,69.0,509.0,1,2022,3,2022,3,2022
1402,2,1,130.0,80.0,37.0,2007,3,2,2,8.0,2.0,5,1,1,40770000,313615,1,33,0.03,289,902,5,5155,185.0,65.0,1,2022,2,2022,9,2022
1403,2,1,44.099998474121094,27.5,5.5,1961,1,2,2,4.0,2.0,2,0,1,5200000,117914,0,4,0.25,166,977,3,2533,644.0,72.0,1,2022,2,2022,4,2022
1404,2,1,31.5,16.0,6.0,1973,1,2,4,5.0,2.0,1,0,1,7100000,225397,1,49,0.14,97,174,5,4530,213.0,243.0,1,2022,8,2022,9,2022
1405,2,1,63.0,43.0,7.0,1987,2,2,8,9.0,2.0,3,0,2,5460000,86667,1,40,0.02,155,2583,10,7206,360.0,1228.0,1,2022,2,2022,9,2022
1406,2,1,61.0,30.799999237060547,11.699999809265137,1952,1,2,5,5.0,3.0,2,1,1,7145000,117131,1,46,0.04,159,372,13,946,296.0,306.0,1,2022,3,2022,9,2022
1407,2,1,30.299999237060547,16.600000381469727,6.5,1968,2,2,2,6.0,2.0,1,0,1,5410000,178548,0,6,0.17,217,375,11,3534,775.0,214.0,1,2022,2,2022,5,2022
1408,1,1,43.599998474121094,17.100000381469727,8.699999809265137,2015,3,2,12,20.0,2.0,1,1,3,7020000,161009,0,14,0.07,132,734,12,5576,349.0,282.0,1,2022,2,2022,6,2022
1409,2,2,51.5,30.299999237060547,7.5,1986,1,2,3,5.0,2.0,2,1,1,4900000,95146,0,7,0.29,394,258,19,5223,967.0,209.0,1,2022,3,2022,3,2022
1410,2,3,116.5,65.80000305175781,24.299999237060547,2000,2,2,5,9.0,2.0,3,1,1,17460000,149871,1,40,0.02,104,214,2,141,222.0,152.0,1,2022,2,2022,9,2022
1411,2,1,30.899999618530273,18.0,5.400000095367432,1965,1,2,2,5.0,2.0,1,1,2,5030000,162783,0,6,1.0,136,619,14,1635,247.0,129.0,1,2022,7,2022,7,2022
1412,2,1,30.200000762939453,17.100000381469727,6.300000190734863,1966,1,2,2,5.0,2.0,1,0,1,5210000,172517,0,12,0.08,271,298,3,3005,123.0,217.0,1,2022,2,2022,5,2022
1413,2,1,56.099998474121094,36.79999923706055,5.0,1967,1,2,4,5.0,2.0,3,0,1,10420000,185740,0,6,0.17,133,107,2,2990,163.0,415.0,1,2022,2,2022,8,2022
1414,2,1,43.599998474121094,28.200000762939453,5.099999904632568,1963,1,2,2,4.0,2.0,2,0,1,4090000,93807,1,43,0.02,78,526,10,4671,117.0,305.0,1,2022,2,2022,9,2022
1415,2,3,108.0,55.20000076293945,22.0,2004,3,2,3,14.0,2.0,3,0,1,13900000,128704,1,49,0.04,175,415,1,1661,561.0,141.0,1,2022,3,2022,9,2022
1416,2,1,30.299999237060547,18.0,5.400000095367432,1965,1,2,2,5.0,2.0,1,1,2,5250000,173267,0,3,0.33,136,619,14,1635,247.0,129.0,1,2022,2,2022,4,2022
1417,2,8,43.400001525878906,30.0,6.0,1964,1,2,4,5.0,2.0,2,0,1,4670000,107604,0,5,0.2,204,808,7,2155,130.0,1302.0,1,2022,2,2022,8,2022
1418,2,1,40.70000076293945,26.0,6.0,1966,1,2,4,5.0,2.0,2,0,1,3690000,90663,0,23,0.04,279,679,11,3693,484.0,231.0,1,2022,2,2022,8,2022
1419,2,1,40.0,22.299999237060547,6.0,1981,2,2,7,9.0,2.0,2,1,2,6820000,170500,1,39,0.03,431,666,11,2218,78.0,202.0,1,2022,2,2022,9,2022
1420,2,1,44.0,29.700000762939453,5.400000095367432,1966,1,2,1,5.0,1.0,2,0,1,4000000,90909,0,11,0.09,107,88,10,4932,376.0,187.0,4,2022,1,2022,6,2022
1421,2,1,55.0,16.0,18.0,2010,3,2,2,11.0,2.0,1,0,1,8250000,150000,0,39,0.03,417,328,3,3839,520.0,511.0,4,2022,1,2022,9,2022
1422,2,1,32.400001525878906,18.200000762939453,4.900000095367432,1963,1,2,2,5.0,2.0,1,0,1,5500000,169753,1,34,0.03,224,157,8,1989,212.0,53.0,4,2022,1,2022,9,2022
1423,2,1,58.20000076293945,38.099998474121094,7.199999809265137,1975,2,2,6,9.0,2.0,3,1,1,5950000,102234,0,72,0.85,276,172,11,1028,408.0,346.0,4,2022,6,2022,9,2022
1424,2,8,25.0,17.0,5.0,1962,1,2,2,2.0,3.0,1,0,1,2000000,80000,0,52,0.02,393,1970,12,6320,309.0,988.0,4,2022,1,2022,6,2022
1425,2,1,47.099998474121094,32.400001525878906,6.099999904632568,1971,1,2,4,5.0,2.0,2,0,1,5400000,114650,0,32,0.03,152,254,8,3903,879.0,296.0,4,2022,1,2022,1,2022
1426,2,1,130.0,80.0,37.0,2007,3,2,2,8.0,2.0,5,1,3,22900000,176154,0,35,0.03,289,902,5,5155,185.0,65.0,4,2022,1,2022,8,2022
1427,2,4,44.099998474121094,28.5,6.0,1966,1,2,3,5.0,2.0,2,0,1,5150000,116780,0,11,0.0,59,741,9,1348,938.0,925.0,4,2022,4,2022,5,2022
1428,2,1,70.0,47.5,9.300000190734863,1959,1,2,3,3.0,3.0,3,0,1,9010000,128714,1,35,0.0,380,1332,7,519,204.0,200.0,4,2022,4,2022,9,2022
1429,2,3,51.0,29.200000762939453,9.0,1986,2,2,9,9.0,3.0,2,0,1,14010000,274706,1,36,0.03,200,229,2,109,418.0,68.0,4,2022,4,2022,9,2022
1430,1,5,33.5,16.0,8.899999618530273,2023,3,2,15,18.0,2.0,1,1,3,5940000,177313,1,40,0.02,131,1256,11,3663,492.0,275.0,4,2022,4,2022,9,2022
1431,1,5,69.80000305175781,39.70000076293945,14.199999809265137,2023,3,2,14,18.0,2.0,3,1,3,12180000,174499,1,39,0.03,131,1256,11,3663,492.0,275.0,4,2022,4,2022,9,2022
1432,2,7,38.0,22.0,6.0,1959,1,2,2,2.0,3.0,2,1,1,2810000,73947,1,34,0.03,473,456,6,998,467.0,617.0,4,2022,4,2022,9,2022
1433,2,2,64.0,39.0,9.5,1985,2,2,8,9.0,2.0,3,0,2,11790000,184219,1,38,0.0,333,606,12,4433,184.0,471.0,4,2022,4,2022,9,2022
1434,2,1,45.0,29.0,6.0,1967,1,2,5,5.0,3.0,2,1,1,5720000,127111,1,36,0.0,407,362,12,1452,101.0,194.0,4,2022,4,2022,9,2022
1435,2,1,56.0,35.79999923706055,6.199999809265137,1950,1,2,2,2.0,3.0,2,0,1,3840000,68571,0,11,0.0,30,882,9,1838,126.0,494.0,4,2022,4,2022,5,2022
1436,2,1,20.0,14.0,3.0,1971,1,2,2,5.0,2.0,0,0,1,2300000,115000,1,72,0.01,250,662,15,1721,380.0,172.0,4,2022,4,2022,9,2022
1437,2,1,35.0,19.0,6.0,1987,2,2,10,10.0,3.0,1,1,1,4590000,131143,1,31,0.0,140,285,7,4768,197.0,187.0,4,2022,4,2022,9,2022
1438,2,6,32.29999923706055,19.600000381469727,4.199999809265137,1930,1,2,2,4.0,2.0,2,0,1,5870000,181734,1,47,0.02,76,198,13,356,323.0,292.0,4,2022,4,2022,9,2022
1439,2,3,611.0,35.20000076293945,12.800000190734863,1989,2,2,8,10.0,2.0,3,0,1,14680000,24026,0,16,0.0,141,254,2,118,296.0,75.0,4,2022,4,2022,6,2022
1440,2,1,91.5,53.900001525878906,12.600000381469727,2006,3,2,7,10.0,2.0,3,1,1,13570000,148306,0,15,0.0,274,602,8,6340,509.0,385.0,4,2022,4,2022,6,2022
1441,2,6,43.70000076293945,27.399999618530273,7.0,1973,2,2,1,9.0,1.0,2,0,2,11550000,264302,1,37,0.0,252,345,3,848,110.0,343.0,4,2022,4,2022,9,2022
1442,2,1,60.5,45.0,7.0,1970,2,2,2,9.0,2.0,3,1,2,8580000,141818,1,42,0.02,244,186,14,1514,119.0,315.0,4,2022,4,2022,9,2022
1443,2,1,31.0,19.0,6.0,1962,1,2,4,5.0,2.0,1,1,1,7050000,227419,0,14,0.0,280,855,3,1599,316.96604215456676,269.557962529274,4,2022,4,2022,5,2022
1444,1,2,55.0,40.0,10.399999618530273,2022,3,2,8,10.0,2.0,2,1,1,8120000,147636,0,23,0.04,163,1368,11,3992,637.0,350.0,4,2022,4,2022,6,2022
1445,2,2,72.19999694824219,46.099998474121094,10.100000381469727,2004,3,2,5,10.0,2.0,3,0,2,11850000,164127,0,15,0.07,236,1170,13,6530,331.0,186.0,4,2022,4,2022,6,2022
1446,2,1,21.100000381469727,11.5,5.0,1983,2,2,2,9.0,2.0,1,0,1,3390000,160664,0,41,1.51,476,763,11,2222,322.0,463.0,4,2022,6,2022,1,2022
1447,2,1,33.29999923706055,17.299999237060547,6.099999904632568,1981,2,2,5,9.0,2.0,1,0,2,5950000,178679,1,43,0.0,338,550,6,1296,138.0,209.0,4,2022,4,2022,9,2022
1448,2,1,50.0,29.5,7.0,1979,2,2,6,9.0,2.0,2,1,2,9240000,184800,1,45,0.0,117,713,12,2351,174.0,144.0,4,2022,4,2022,9,2022
1449,2,1,30.0,16.5,5.699999809265137,1971,1,2,1,5.0,1.0,1,0,2,3470000,115667,0,14,0.07,152,125,10,1154,355.0,63.0,4,2022,4,2022,5,2022
1450,2,4,41.70000076293945,28.399999618530273,6.0,1965,1,2,2,5.0,2.0,2,1,1,5670000,135971,1,40,0.0,249,577,5,2859,493.0,655.0,4,2022,4,2022,9,2022
1451,2,1,28.0,17.0,5.0,1975,2,2,3,9.0,2.0,1,0,1,2600000,92857,0,4,0.25,400,734,11,5531,493.0,398.0,4,2022,4,2022,4,2022
1452,2,1,47.70000076293945,28.299999237060547,7.800000190734863,1985,2,2,1,9.0,1.0,2,0,1,4470000,93711,1,48,0.0,248,414,11,5156,362.0,392.0,4,2022,4,2022,9,2022
1453,1,2,39.900001525878906,16.399999618530273,14.199999809265137,2022,3,2,1,14.0,1.0,1,1,3,8000000,200501,0,17,0.06,1084,1516,7,5705,1155.0,1055.0,4,2022,4,2022,6,2022
1454,2,1,53.400001525878906,37.099998474121094,6.599999904632568,1950,1,2,2,2.0,3.0,2,0,1,5050000,94569,0,12,0.08,293,517,2,953,362.0,50.0,4,2022,4,2022,6,2022
1455,2,1,29.700000762939453,18.100000381469727,5.300000190734863,1973,2,2,2,9.0,2.0,1,0,1,2860000,96296,1,60,0.03,426,786,5,529,276.0,316.0,4,2022,4,2022,9,2022
1456,2,1,30.100000381469727,19.100000381469727,5.699999809265137,1968,5,2,3,4.0,2.0,1,0,2,3240000,107641,0,14,0.14,278,1031,13,1642,478.0,153.0,4,2022,4,2022,6,2022
1457,2,1,43.70000076293945,27.799999237060547,5.800000190734863,1965,1,2,1,5.0,1.0,2,0,1,7670000,175515,0,15,0.13,316,390,6,4668,373.0,163.0,4,2022,4,2022,5,2022
